state,program,Investment Type,Investment Dollars,Number of Investments
Ohio,Single Family Housing,Grant Funds,"9,275",1
Ohio,Business Programs,Grant Funds,"169,223",1
Ohio,Business Programs,Grant Funds,"56,116",1
Ohio,Business Programs,Grant Funds,"13,115",1
Ohio,Business Programs,Grant Funds,"25,507",1
Ohio,Multifamily Housing,Grant Funds,"27,336",1
Ohio,Multifamily Housing,Grant Funds,"101,651",1
Ohio,Single Family Housing,Loan Funds - Direct,"300,000",1
Ohio,Single Family Housing,Loan Funds - Direct,"270,000",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"181,717",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"102,020",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"276,767",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"844,341",4
Ohio,Single Family Housing,Loan Funds - Guaranteed,"65,656",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"353,519",2
Ohio,Single Family Housing,Loan Funds - Guaranteed,"342,743",2
Ohio,Single Family Housing,Loan Funds - Guaranteed,"176,767",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"164,646",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"166,666",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"312,120",2
Ohio,Single Family Housing,Loan Funds - Guaranteed,"249,494",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"480,403",2
Ohio,Single Family Housing,Loan Funds - Guaranteed,"546,766",2
Ohio,Single Family Housing,Grant Funds,"10,000",1
Ohio,Multifamily Housing,Grant Funds,"109,140",1
Ohio,Single Family Housing,Loan Funds - Direct,"2,102,820",7
Ohio,Single Family Housing,Loan Funds - Direct,"370,000",2
Ohio,Single Family Housing,Loan Funds - Guaranteed,"244,706",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"952,018",5
Ohio,Single Family Housing,Loan Funds - Guaranteed,"327,272",2
Ohio,Single Family Housing,Loan Funds - Guaranteed,"209,090",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"166,666",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"389,696",2
Ohio,Single Family Housing,Loan Funds - Guaranteed,"160,000",1
Ohio,Single Family Housing,Grant Funds,"6,920",1
Ohio,Single Family Housing,Loan Funds - Direct,"11,857",1
Ohio,Multifamily Housing,Grant Funds,"2,983",1
Ohio,Multifamily Housing,Grant Funds,"6,486",1
Ohio,Multifamily Housing,Grant Funds,"252,847",2
Ohio,Multifamily Housing,Grant Funds,"111,669",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"942,749",6
Ohio,Single Family Housing,Loan Funds - Guaranteed,"855,958",6
Ohio,Single Family Housing,Loan Funds - Guaranteed,"106,060",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"362,120",2
Ohio,Single Family Housing,Loan Funds - Guaranteed,"461,615",3
Ohio,Single Family Housing,Loan Funds - Guaranteed,"74,942",1
Ohio,Multifamily Housing,Grant Funds,"7,728",2
Ohio,Single Family Housing,Loan Funds - Direct,"390,830",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"453,030",2
Ohio,Single Family Housing,Loan Funds - Guaranteed,"507,070",2
Ohio,Single Family Housing,Loan Funds - Guaranteed,"284,848",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"166,666",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"329,292",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"161,600",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"239,393",1
Ohio,Business Programs,Grant Funds,"99,407",1
Ohio,Community Facilities,Loan Funds - Direct,"430,000",1
Ohio,Community Facilities,Grant Funds,"50,000",1
Ohio,Multifamily Housing,Grant Funds,"350,097",1
Ohio,Multifamily Housing,Grant Funds,"268,436",1
Ohio,Single Family Housing,Loan Funds - Direct,"307,100",2
Ohio,Single Family Housing,Loan Funds - Guaranteed,"163,402",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"463,736",2
Ohio,Single Family Housing,Loan Funds - Guaranteed,"186,868",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"222,222",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"175,000",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"185,858",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"379,797",2
Ohio,Single Family Housing,Loan Funds - Guaranteed,"146,200",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"264,646",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"388,383",2
Ohio,Single Family Housing,Loan Funds - Guaranteed,"209,090",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"152,525",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"125,252",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"175,757",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"190,909",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"162,000",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"153,535",1
Ohio,Single Family Housing,Grant Funds,"10,000",2
Ohio,Single Family Housing,Loan Funds - Direct,"300,000",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"392,701",2
Ohio,Single Family Housing,Loan Funds - Guaranteed,"246,464",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"458,585",2
Ohio,Single Family Housing,Loan Funds - Guaranteed,"257,575",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"212,121",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"455,554",2
Ohio,Single Family Housing,Loan Funds - Guaranteed,"308,383",2
Ohio,Business Programs,Grant Funds,"156,892",1
Ohio,Multifamily Housing,Grant Funds,"53,333",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"217,171",1
Ohio,Business Programs,Grant Funds,"132,037",1
Ohio,Multifamily Housing,Grant Funds,"196,471",1
Ohio,Multifamily Housing,Grant Funds,"235,441",1
Ohio,Multifamily Housing,Grant Funds,"137,382",1
Ohio,Multifamily Housing,Grant Funds,"193,755",1
Ohio,Single Family Housing,Loan Funds - Direct,"188,217",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"177,777",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"455,773",2
Ohio,Single Family Housing,Loan Funds - Guaranteed,"244,848",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"151,515",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"375,252",2
Ohio,Single Family Housing,Loan Funds - Guaranteed,"154,545",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"155,555",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"242,424",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"163,616",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"151,414",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"271,346",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"131,313",1
Ohio,Single Family Housing,Grant Funds,750,1
Ohio,Business Programs,Grant Funds,"29,733",1
Ohio,Multifamily Housing,Grant Funds,"70,807",1
Ohio,Multifamily Housing,Grant Funds,"29,169",1
Ohio,Multifamily Housing,Grant Funds,"107,159",1
Ohio,Single Family Housing,Loan Funds - Direct,"214,000",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"196,969",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"106,060",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"151,515",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"156,565",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"116,161",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"133,333",1
Ohio,Single Family Housing,Grant Funds,"10,000",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"157,070",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"198,989",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"82,525",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"299,677",2
Ohio,Single Family Housing,Loan Funds - Guaranteed,"318,181",1
Ohio,Single Family Housing,Grant Funds,"2,514",1
Ohio,Single Family Housing,Grant Funds,"2,500",1
Ohio,Single Family Housing,Loan Funds - Direct,"10,121",1
Ohio,Business Programs,Grant Funds,"679,912",1
Ohio,Business Programs,Grant Funds,"17,313",1
Ohio,Business Programs,Grant Funds,"100,000",1
Ohio,Multifamily Housing,Grant Funds,"82,769",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"247,474",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"220,202",1
Ohio,Single Family Housing,Grant Funds,"25,014",3
Ohio,Single Family Housing,Grant Funds,"19,950",2
Ohio,Single Family Housing,Loan Funds - Direct,"22,245",3
Ohio,Business Programs,Grant Funds,"206,596",1
Ohio,Multifamily Housing,Grant Funds,"197,052",1
Ohio,Single Family Housing,Loan Funds - Direct,"175,349",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"82,828",1
Ohio,Single Family Housing,Grant Funds,"11,635",2
Ohio,Single Family Housing,Grant Funds,"10,000",1
Ohio,Business Programs,Grant Funds,"896,750",1
Ohio,Business Programs,Grant Funds,"195,072",1
Ohio,Business Programs,Grant Funds,"938,834",1
Ohio,Multifamily Housing,Grant Funds,"155,611",1
Ohio,Multifamily Housing,Grant Funds,"95,842",1
Ohio,Multifamily Housing,Grant Funds,"342,192",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"165,656",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"439,079",3
Ohio,Single Family Housing,Loan Funds - Guaranteed,"145,959",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"105,050",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"159,595",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"868,180",5
Ohio,Multifamily Housing,Grant Funds,"114,181",1
Ohio,Single Family Housing,Loan Funds - Direct,"316,380",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"171,717",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"176,262",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"146,464",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"141,414",1
Ohio,Single Family Housing,Grant Funds,"7,370",1
Ohio,Single Family Housing,Loan Funds - Direct,"2,280",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"141,414",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"277,777",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"131,313",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"172,424",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"240,404",1
Ohio,Multifamily Housing,Grant Funds,"8,232",1
Ohio,Multifamily Housing,Grant Funds,"62,040",12
Ohio,Single Family Housing,Loan Funds - Guaranteed,"103,510",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"170,707",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"121,212",1
Ohio,Multifamily Housing,Grant Funds,"121,418",1
Ohio,Multifamily Housing,Grant Funds,"3,354",1
Ohio,Multifamily Housing,Grant Funds,"102,983",1
Ohio,Multifamily Housing,Grant Funds,"83,336",1
Ohio,Multifamily Housing,Grant Funds,"140,701",1
Ohio,Single Family Housing,Loan Funds - Direct,"214,500",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"327,272",2
Ohio,Single Family Housing,Loan Funds - Guaranteed,"524,745",3
Ohio,Single Family Housing,Loan Funds - Guaranteed,"176,767",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"181,818",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"161,616",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"154,545",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"190,909",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"176,767",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"991,411",6
Ohio,Single Family Housing,Loan Funds - Guaranteed,"196,969",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"888,569",5
Ohio,Single Family Housing,Loan Funds - Guaranteed,"191,919",1
Ohio,Business Programs,Grant Funds,"38,316",1
Ohio,Multifamily Housing,Grant Funds,"48,237",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"517,776",3
Ohio,Single Family Housing,Loan Funds - Guaranteed,"161,616",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"242,400",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"131,300",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"159,474",1
Ohio,Multifamily Housing,Grant Funds,"129,677",1
Ohio,Multifamily Housing,Grant Funds,"58,549",1
Ohio,Multifamily Housing,Grant Funds,"5,934",1
Ohio,Multifamily Housing,Grant Funds,"29,991",1
Ohio,Single Family Housing,Loan Funds - Direct,"180,000",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"145,454",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"217,171",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"207,292",1
Ohio,Single Family Housing,Grant Funds,"2,500",1
Ohio,Single Family Housing,Loan Funds - Direct,"13,161",1
Ohio,Multifamily Housing,Grant Funds,"296,883",1
Ohio,Multifamily Housing,Grant Funds,"9,031",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"178,686",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"97,777",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"443,533",3
Ohio,Single Family Housing,Loan Funds - Guaranteed,"168,686",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"217,171",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"222,222",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"1,079,185",7
Ohio,Single Family Housing,Loan Funds - Guaranteed,"196,184",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"257,575",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"222,222",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"131,986",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"98,238",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"233,636",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"188,888",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"161,600",1
Ohio,Single Family Housing,Grant Funds,"3,200",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"151,515",1
Ohio,Single Family Housing,Grant Funds,"10,000",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"131,313",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"126,161",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"90,909",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"170,707",1
Ohio,Business Programs,Grant Funds,"71,187",1
Ohio,Multifamily Housing,Grant Funds,"159,461",1
Ohio,Single Family Housing,Loan Funds - Direct,"511,394",2
Ohio,Single Family Housing,Loan Funds - Direct,"151,000",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"105,959",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"141,414",1
Ohio,Multifamily Housing,Grant Funds,"316,298",1
Ohio,Multifamily Housing,Grant Funds,"214,521",1
Ohio,Multifamily Housing,Grant Funds,"117,144",1
Ohio,Multifamily Housing,Grant Funds,"66,522",1
Ohio,Multifamily Housing,Grant Funds,"129,434",1
Ohio,Multifamily Housing,Grant Funds,"238,127",1
Ohio,Single Family Housing,Loan Funds - Direct,"248,114",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"227,272",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"1,176,383",9
Ohio,Single Family Housing,Loan Funds - Guaranteed,"146,363",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"355,429",3
Ohio,Single Family Housing,Loan Funds - Guaranteed,"136,373",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"151,181",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"285,454",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"239,393",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"222,222",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"257,575",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"142,979",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"212,121",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"171,717",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"227,272",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"254,040",1
Ohio,Multifamily Housing,Grant Funds,"55,687",1
Ohio,Multifamily Housing,Grant Funds,"37,559",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"204,949",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"120,202",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"223,232",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"212,020",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"124,242",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"181,818",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"192,929",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"194,444",1
Ohio,Single Family Housing,Grant Funds,"9,800",1
Ohio,Single Family Housing,Grant Funds,"10,000",1
Ohio,Single Family Housing,Loan Funds - Direct,"1,000",1
Ohio,Business Programs,Grant Funds,"990,150",1
Ohio,Multifamily Housing,Grant Funds,"111,712",1
Ohio,Single Family Housing,Loan Funds - Direct,"260,000",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"430,302",2
Ohio,Single Family Housing,Loan Funds - Guaranteed,"201,010",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"196,969",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"267,676",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"178,787",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"329,191",2
Ohio,Business Programs,Grant Funds,"63,870",1
Ohio,Business Programs,Grant Funds,"30,565",1
Ohio,Multifamily Housing,Grant Funds,"6,360",1
Ohio,Multifamily Housing,Grant Funds,"18,473",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"241,616",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"277,777",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"131,918",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"227,272",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"398,665",2
Ohio,Single Family Housing,Loan Funds - Guaranteed,"186,868",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"204,040",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"305,555",2
Ohio,Single Family Housing,Loan Funds - Guaranteed,"383,838",2
Ohio,Single Family Housing,Loan Funds - Guaranteed,"2,445,447",16
Ohio,Single Family Housing,Loan Funds - Guaranteed,"106,060",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"225,757",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"157,575",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"333,333",2
Ohio,Single Family Housing,Loan Funds - Guaranteed,"142,424",1
Ohio,Single Family Housing,Grant Funds,"22,930",4
Ohio,Business Programs,Grant Funds,"214,446",1
Ohio,Business Programs,Grant Funds,"15,995",1
Ohio,Business Programs,Grant Funds,"46,620",1
Ohio,Multifamily Housing,Grant Funds,"103,915",1
Ohio,Multifamily Housing,Grant Funds,"41,232",1
Ohio,Multifamily Housing,Grant Funds,"5,100",1
Ohio,Multifamily Housing,Grant Funds,"56,252",1
Ohio,Single Family Housing,Loan Funds - Direct,"147,000",1
Ohio,Single Family Housing,Loan Funds - Direct,"138,415",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"103,030",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"156,565",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"116,161",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"109,090",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"151,515",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"202,000",1
Ohio,Single Family Housing,Grant Funds,"10,000",1
Ohio,Single Family Housing,Loan Funds - Direct,"15,775",1
Ohio,Multifamily Housing,Grant Funds,"140,951",1
Ohio,Multifamily Housing,Grant Funds,"175,820",1
Ohio,Multifamily Housing,Grant Funds,"13,086",1
Ohio,Multifamily Housing,Grant Funds,"123,672",1
Ohio,Multifamily Housing,Grant Funds,"62,567",1
Ohio,Multifamily Housing,Grant Funds,"214,297",1
Ohio,Multifamily Housing,Grant Funds,"11,552",1
Ohio,Single Family Housing,Loan Funds - Direct,"160,000",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"470,504",3
Ohio,Single Family Housing,Loan Funds - Guaranteed,"237,373",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"154,464",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"241,414",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"181,818",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"262,625",2
Ohio,Single Family Housing,Loan Funds - Guaranteed,"384,342",2
